date,team_a,team_b,score,sidefeature1,sidefeature2
2012-04-18,1610612764,1610612749,233.0,0.483,0.24600000000000002
2012-04-18,1610612766,1610612741,168.0,0.754,0.11699999999999999
2012-04-18,1610612739,1610612755,190.0,0.508,0.33299999999999996
2012-04-18,1610612751,1610612752,199.0,0.525,0.355
2012-04-18,1610612737,1610612765,200.0,0.377,0.59
2012-04-18,1610612748,1610612761,168.0,0.355,0.7170000000000001
2012-04-18,1610612738,1610612753,200.0,0.59,0.581
2012-04-18,1610612763,1610612740,194.0,0.311,0.59
2012-04-18,1610612742,1610612745,227.0,0.525,0.5479999999999999
2012-04-18,1610612743,1610612746,202.0,0.623,0.557
2012-04-18,1610612756,1610612760,206.0,0.721,0.525
2012-04-18,1610612758,1610612759,229.0,0.733,0.32799999999999996
2012-04-18,1610612757,1610612762,203.0,0.516,0.452
2012-04-18,1610612744,1610612747,186.0,0.629,0.3670000000000001
2012-04-17,1610612755,1610612754,199.0,0.639,0.517
2012-04-17,1610612765,1610612739,193.0,0.33899999999999997,0.3670000000000001
2012-04-17,1610612752,1610612738,228.0,0.59,0.517
2012-04-17,1610612750,1610612763,175.0,0.583,0.40299999999999997
2012-04-17,1610612747,1610612759,203.0,0.7290000000000001,0.639
2012-04-16,1610612761,1610612737,196.0,0.583,0.361
2012-04-16,1610612766,1610612740,142.0,0.3,0.11900000000000001
2012-04-16,1610612753,1610612755,213.0,0.525,0.583
2012-04-16,1610612754,1610612750,199.0,0.41,0.633
2012-04-16,1610612751,1610612748,199.0,0.7120000000000001,0.361
2012-04-16,1610612741,1610612764,171.0,0.233,0.767
2012-04-16,1610612745,1610612743,207.0,0.55,0.5329999999999999
2012-04-16,1610612762,1610612742,244.0,0.557,0.508
2012-04-16,1610612756,1610612757,232.0,0.45899999999999996,0.517
2012-04-16,1610612746,1610612760,169.0,0.733,0.617
2012-04-16,1610612744,1610612759,219.0,0.7240000000000001,0.373
2012-04-15,1610612752,1610612748,178.0,0.7070000000000001,0.525
2012-04-15,1610612747,1610612742,220.0,0.5670000000000001,0.633
2012-04-15,1610612766,1610612738,176.0,0.583,0.121
2012-04-15,1610612737,1610612761,188.0,0.35,0.593
2012-04-15,1610612765,1610612741,194.0,0.763,0.373
2012-04-15,1610612739,1610612753,184.0,0.5760000000000001,0.345
2012-04-15,1610612758,1610612757,207.0,0.467,0.317
2012-04-15,1610612740,1610612763,163.0,0.593,0.28800000000000003
2012-04-15,1610612743,1610612745,187.0,0.542,0.542
2012-04-14,1610612746,1610612744,216.0,0.379,0.61
2012-04-14,1610612764,1610612739,187.0,0.33299999999999996,0.237
2012-04-14,1610612751,1610612738,176.0,0.5760000000000001,0.3670000000000001
2012-04-14,1610612763,1610612762,201.0,0.517,0.586
2012-04-14,1610612750,1610612760,225.0,0.7290000000000001,0.41700000000000004
2012-04-14,1610612749,1610612754,204.0,0.627,0.4920000000000001
2012-04-14,1610612759,1610612756,196.0,0.525,0.7190000000000001
2012-04-13,1610612761,1610612738,163.0,0.586,0.33899999999999997
2012-04-13,1610612755,1610612751,184.0,0.35600000000000004,0.534
2012-04-13,1610612753,1610612737,190.0,0.586,0.586
2012-04-13,1610612754,1610612739,185.0,0.33899999999999997,0.621
2012-04-13,1610612752,1610612764,168.0,0.24100000000000002,0.517
2012-04-13,1610612748,1610612766,187.0,0.12300000000000001,0.7020000000000001
2012-04-13,1610612765,1610612749,210.0,0.483,0.379
2012-04-13,1610612740,1610612762,181.0,0.525,0.276
2012-04-13,1610612745,1610612756,217.0,0.517,0.552
2012-04-13,1610612760,1610612758,204.0,0.322,0.7240000000000001
2012-04-13,1610612747,1610612743,200.0,0.552,0.627
2012-04-13,1610612757,1610612742,191.0,0.5589999999999999,0.475
2012-04-12,1610612766,1610612765,194.0,0.368,0.125
2012-04-12,1610612741,1610612748,182.0,0.7140000000000001,0.759
2012-04-12,1610612750,1610612746,177.0,0.603,0.424
2012-04-12,1610612759,1610612763,204.0,0.596,0.7140000000000001
2012-04-12,1610612744,1610612742,215.0,0.552,0.386
2012-04-11,1610612761,1610612755,168.0,0.526,0.345
2012-04-11,1610612739,1610612754,202.0,0.614,0.345
2012-04-11,1610612738,1610612737,174.0,0.596,0.579
2012-04-11,1610612749,1610612752,218.0,0.509,0.491
2012-04-11,1610612763,1610612756,197.0,0.526,0.589
2012-04-11,1610612740,1610612758,201.0,0.32799999999999996,0.263
2012-04-11,1610612745,1610612762,194.0,0.517,0.561
2012-04-11,1610612760,1610612746,198.0,0.596,0.737
2012-04-11,1610612759,1610612747,182.0,0.621,0.727
2012-04-11,1610612743,1610612750,220.0,0.431,0.544
2012-04-11,1610612757,1610612744,228.0,0.39299999999999996,0.466
2012-04-10,1610612764,1610612753,178.0,0.596,0.228
2012-04-10,1610612748,1610612738,222.0,0.5710000000000001,0.727
2012-04-10,1610612739,1610612766,193.0,0.127,0.33299999999999996
2012-04-10,1610612751,1610612755,195.0,0.518,0.36200000000000004
2012-04-10,1610612742,1610612758,210.0,0.33299999999999996,0.544
2012-04-10,1610612741,1610612752,184.0,0.518,0.754
2012-04-09,1610612766,1610612764,198.0,0.214,0.13
2012-04-09,1610612753,1610612765,208.0,0.375,0.589
2012-04-09,1610612754,1610612761,201.0,0.35100000000000003,0.607
2012-04-09,1610612749,1610612760,198.0,0.732,0.5
2012-04-09,1610612763,1610612746,179.0,0.607,0.5820000000000001
2012-04-09,1610612740,1610612747,184.0,0.614,0.268
2012-04-09,1610612750,1610612756,204.0,0.518,0.439
2012-04-09,1610612743,1610612744,207.0,0.4,0.536
2012-04-09,1610612762,1610612759,175.0,0.741,0.509
2012-04-09,1610612757,1610612745,183.0,0.5539999999999999,0.474
2012-04-08,1610612752,1610612741,199.0,0.768,0.509
2012-04-08,1610612738,1610612755,182.0,0.527,0.564
2012-04-08,1610612751,1610612739,239.0,0.34,0.35100000000000003
2012-04-08,1610612748,1610612765,173.0,0.382,0.722
2012-04-08,1610612759,1610612762,218.0,0.518,0.736
2012-04-08,1610612760,1610612761,166.0,0.35700000000000004,0.727
2012-04-08,1610612758,1610612745,191.0,0.545,0.33899999999999997
2012-04-07,1610612754,1610612738,158.0,0.556,0.618
2012-04-07,1610612766,1610612737,212.0,0.589,0.132
2012-04-07,1610612755,1610612753,170.0,0.5820000000000001,0.537
2012-04-07,1610612763,1610612742,183.0,0.5539999999999999,0.574
2012-04-07,1610612740,1610612750,189.0,0.446,0.255
2012-04-07,1610612749,1610612757,210.0,0.48200000000000004,0.491
2012-04-07,1610612756,1610612747,230.0,0.625,0.509
2012-04-07,1610612746,1610612758,203.0,0.345,0.6
2012-04-07,1610612744,1610612743,209.0,0.545,0.389
2012-04-06,1610612754,1610612760,201.0,0.741,0.611
2012-04-06,1610612761,1610612739,164.0,0.327,0.364
2012-04-06,1610612751,1610612764,208.0,0.218,0.33899999999999997
2012-04-06,1610612737,1610612765,197.0,0.389,0.5820000000000001
2012-04-06,1610612748,1610612763,179.0,0.5660000000000001,0.736
2012-04-06,1610612749,1610612766,185.0,0.135,0.48100000000000004
2012-04-06,1610612742,1610612757,196.0,0.473,0.564
2012-04-06,1610612759,1610612740,231.0,0.259,0.731
2012-04-06,1610612743,1610612756,204.0,0.519,0.537
2012-04-06,1610612762,1610612744,202.0,0.396,0.509
2012-04-06,1610612747,1610612745,219.0,0.537,0.636
2012-04-05,1610612753,1610612752,176.0,0.5,0.593
2012-04-05,1610612765,1610612764,193.0,0.222,0.377
2012-04-05,1610612741,1610612738,179.0,0.5660000000000001,0.764
2012-04-05,1610612758,1610612746,178.0,0.593,0.35200000000000004
2012-04-04,1610612755,1610612761,177.0,0.35200000000000004,0.547
2012-04-04,1610612764,1610612754,205.0,0.604,0.226
2012-04-04,1610612738,1610612759,173.0,0.725,0.5770000000000001
2012-04-04,1610612737,1610612766,213.0,0.13699999999999998,0.574
2012-04-04,1610612748,1610612760,191.0,0.755,0.731
2012-04-04,1610612749,1610612739,205.0,0.33299999999999996,0.47200000000000003
2012-04-04,1610612740,1610612743,186.0,0.547,0.245
2012-04-04,1610612750,1610612744,191.0,0.385,0.455
2012-04-04,1610612742,1610612763,180.0,0.5770000000000001,0.556
2012-04-04,1610612762,1610612756,212.0,0.509,0.519
2012-04-04,1610612757,1610612751,189.0,0.345,0.46299999999999997
2012-04-04,1610612746,1610612747,221.0,0.63,0.604
2012-04-03,1610612761,1610612766,179.0,0.14,0.34
2012-04-03,1610612739,1610612759,215.0,0.72,0.34
2012-04-03,1610612754,1610612752,216.0,0.509,0.596
2012-04-03,1610612748,1610612755,192.0,0.5579999999999999,0.725
2012-04-03,1610612765,1610612753,197.0,0.604,0.365
2012-04-03,1610612763,1610612744,192.0,0.392,0.569
2012-04-03,1610612758,1610612756,209.0,0.5,0.358
2012-04-03,1610612747,1610612751,178.0,0.35200000000000004,0.623
2012-04-02,1610612764,1610612749,210.0,0.462,0.231
2012-04-02,1610612741,1610612745,192.0,0.528,0.778
2012-04-02,1610612760,1610612763,182.0,0.56,0.769
2012-04-02,1610612742,1610612746,169.0,0.596,0.5660000000000001
2012-04-02,1610612758,1610612750,224.0,0.46299999999999997,0.34600000000000003
2012-04-02,1610612757,1610612762,199.0,0.509,0.47200000000000003
2012-04-01,1610612760,1610612741,170.0,0.792,0.765
2012-04-01,1610612738,1610612748,163.0,0.74,0.569
2012-04-01,1610612761,1610612764,191.0,0.235,0.327
2012-04-01,1610612753,1610612743,205.0,0.5379999999999999,0.615
2012-04-01,1610612745,1610612754,206.0,0.588,0.5379999999999999
2012-04-01,1610612756,1610612740,167.0,0.25,0.49
2012-04-01,1610612757,1610612750,225.0,0.47200000000000003,0.462
2012-04-01,1610612747,1610612744,232.0,0.4,0.615
2012-03-31,1610612747,1610612740,173.0,0.255,0.608
2012-03-31,1610612752,1610612739,166.0,0.34700000000000003,0.5
2012-03-31,1610612755,1610612737,185.0,0.585,0.5489999999999999
2012-03-31,1610612765,1610612766,217.0,0.14300000000000002,0.353
2012-03-31,1610612749,1610612763,194.0,0.551,0.47100000000000003
2012-03-31,1610612759,1610612754,215.0,0.6,0.7140000000000001
2012-03-31,1610612758,1610612751,210.0,0.34,0.353
2012-03-31,1610612746,1610612762,201.0,0.519,0.588
2012-03-30,1610612761,1610612748,214.0,0.735,0.33299999999999996
2012-03-30,1610612764,1610612755,173.0,0.56,0.22
2012-03-30,1610612766,1610612743,187.0,0.529,0.146
2012-03-30,1610612737,1610612752,190.0,0.51,0.5770000000000001
2012-03-30,1610612739,1610612749,205.0,0.46,0.354
2012-03-30,1610612753,1610612742,198.0,0.5579999999999999,0.627
2012-03-30,1610612741,1610612765,154.0,0.36,0.7879999999999999
2012-03-30,1610612745,1610612763,187.0,0.563,0.529
2012-03-30,1610612750,1610612738,179.0,0.56,0.48100000000000004
2012-03-30,1610612762,1610612758,207.0,0.34,0.529
2012-03-30,1610612746,1610612757,195.0,0.47100000000000003,0.58
2012-03-30,1610612744,1610612751,202.0,0.327,0.408
2012-03-29,1610612754,1610612764,182.0,0.22399999999999998,0.5920000000000001
2012-03-29,1610612748,1610612742,191.0,0.569,0.7290000000000001
2012-03-29,1610612757,1610612740,192.0,0.26,0.46
2012-03-29,1610612747,1610612760,195.0,0.76,0.62
2012-03-28,1610612761,1610612743,201.0,0.54,0.32
2012-03-28,1610612752,1610612753,194.0,0.64,0.5
2012-03-28,1610612766,1610612750,171.0,0.47100000000000003,0.149
2012-03-28,1610612739,1610612765,162.0,0.34700000000000003,0.36200000000000004
2012-03-28,1610612738,1610612762,176.0,0.54,0.551
2012-03-28,1610612751,1610612754,184.0,0.604,0.314
2012-03-28,1610612737,1610612741,175.0,0.784,0.588
2012-03-28,1610612758,1610612759,229.0,0.708,0.34700000000000003
2012-03-28,1610612746,1610612756,189.0,0.5,0.5710000000000001
2012-03-28,1610612744,1610612740,189.0,0.245,0.41700000000000004
2012-03-27,1610612755,1610612739,188.0,0.37,0.551
2012-03-27,1610612749,1610612737,209.0,0.6,0.449
2012-03-27,1610612763,1610612750,179.0,0.48,0.5529999999999999
2012-03-27,1610612742,1610612745,171.0,0.54,0.56
2012-03-27,1610612756,1610612759,207.0,0.7020000000000001,0.51
2012-03-27,1610612757,1610612760,204.0,0.755,0.469
2012-03-27,1610612744,1610612747,205.0,0.612,0.426
2012-03-26,1610612761,1610612753,218.0,0.633,0.327
2012-03-26,1610612764,1610612765,156.0,0.33299999999999996,0.22899999999999998
2012-03-26,1610612766,1610612738,197.0,0.542,0.152
2012-03-26,1610612754,1610612748,195.0,0.745,0.596
2012-03-26,1610612751,1610612762,189.0,0.531,0.32
2012-03-26,1610612752,1610612749,169.0,0.45799999999999996,0.49
2012-03-26,1610612741,1610612743,199.0,0.531,0.8
2012-03-26,1610612745,1610612758,219.0,0.354,0.531
2012-03-26,1610612746,1610612740,182.0,0.25,0.563
2012-03-25,1610612739,1610612756,191.0,0.5,0.37799999999999995
2012-03-25,1610612750,1610612743,217.0,0.542,0.469
2012-03-25,1610612738,1610612764,164.0,0.23399999999999999,0.532
2012-03-25,1610612737,1610612762,272.0,0.542,0.5920000000000001
2012-03-25,1610612759,1610612755,169.0,0.563,0.696
2012-03-25,1610612760,1610612748,190.0,0.7609999999999999,0.75
2012-03-25,1610612757,1610612744,177.0,0.435,0.45799999999999996
2012-03-25,1610612747,1610612763,198.0,0.5429999999999999,0.625
2012-03-24,1610612746,1610612763,186.0,0.556,0.5529999999999999
2012-03-24,1610612764,1610612737,187.0,0.583,0.239
2012-03-24,1610612751,1610612766,191.0,0.156,0.306
2012-03-24,1610612752,1610612765,180.0,0.34,0.479
2012-03-24,1610612741,1610612761,203.0,0.33299999999999996,0.7959999999999999
2012-03-24,1610612740,1610612759,175.0,0.6890000000000001,0.255
2012-03-24,1610612745,1610612742,200.0,0.551,0.542
2012-03-24,1610612749,1610612754,229.0,0.5870000000000001,0.46799999999999997
2012-03-24,1610612744,1610612758,219.0,0.36200000000000004,0.42200000000000004
2012-03-23,1610612761,1610612752,175.0,0.489,0.319
2012-03-23,1610612766,1610612749,204.0,0.457,0.159
2012-03-23,1610612753,1610612739,173.0,0.386,0.625
2012-03-23,1610612754,1610612756,224.0,0.489,0.6
2012-03-23,1610612737,1610612751,177.0,0.313,0.574
2012-03-23,1610612765,1610612748,161.0,0.7559999999999999,0.348
2012-03-23,1610612755,1610612738,185.0,0.5429999999999999,0.5529999999999999
2012-03-23,1610612760,1610612750,289.0,0.479,0.745
2012-03-23,1610612759,1610612742,191.0,0.563,0.682
2012-03-23,1610612762,1610612743,223.0,0.5529999999999999,0.532
2012-03-23,1610612747,1610612757,199.0,0.46799999999999997,0.617
2012-03-22,1610612764,1610612754,168.0,0.591,0.244
2012-03-22,1610612749,1610612738,191.0,0.5329999999999999,0.467
2012-03-22,1610612740,1610612746,187.0,0.565,0.239
2012-03-22,1610612745,1610612744,192.0,0.4320000000000001,0.532
2012-03-22,1610612758,1610612762,205.0,0.522,0.37
2012-03-22,1610612757,1610612763,190.0,0.568,0.457
2012-03-21,1610612761,1610612741,176.0,0.792,0.326
2012-03-21,1610612755,1610612752,161.0,0.478,0.565
2012-03-21,1610612753,1610612756,196.0,0.5,0.617
2012-03-21,1610612751,1610612764,197.0,0.22699999999999998,0.319
2012-03-21,1610612737,1610612739,205.0,0.395,0.565
2012-03-21,1610612740,1610612744,193.0,0.419,0.244
2012-03-21,1610612760,1610612746,205.0,0.578,0.7390000000000001
2012-03-21,1610612759,1610612750,216.0,0.489,0.674
2012-03-21,1610612743,1610612765,231.0,0.35600000000000004,0.5429999999999999
2012-03-21,1610612742,1610612747,202.0,0.609,0.574
2012-03-20,1610612754,1610612746,191.0,0.591,0.581
2012-03-20,1610612752,1610612761,193.0,0.33299999999999996,0.467
2012-03-20,1610612748,1610612756,194.0,0.511,0.75
2012-03-20,1610612745,1610612747,211.0,0.622,0.522
2012-03-20,1610612762,1610612760,187.0,0.7559999999999999,0.511
2012-03-20,1610612758,1610612763,229.0,0.581,0.35600000000000004
2012-03-20,1610612757,1610612749,203.0,0.455,0.467
2012-03-19,1610612766,1610612755,185.0,0.556,0.163
2012-03-19,1610612751,1610612739,205.0,0.381,0.326
2012-03-19,1610612737,1610612738,155.0,0.523,0.578
2012-03-19,1610612753,1610612741,144.0,0.787,0.63
2012-03-19,1610612743,1610612742,207.0,0.565,0.556
2012-03-19,1610612744,1610612750,190.0,0.478,0.429
2012-03-18,1610612739,1610612737,190.0,0.568,0.39
2012-03-18,1610612746,1610612765,170.0,0.364,0.581
2012-03-18,1610612763,1610612764,189.0,0.233,0.5710000000000001
2012-03-18,1610612758,1610612750,214.0,0.489,0.341
2012-03-18,1610612748,1610612753,172.0,0.644,0.7440000000000001
2012-03-18,1610612756,1610612745,185.0,0.5329999999999999,0.5
2012-03-18,1610612760,1610612757,206.0,0.47700000000000004,0.75
2012-03-18,1610612747,1610612762,202.0,0.5,0.636
2012-03-17,1610612746,1610612745,186.0,0.545,0.5710000000000001
2012-03-17,1610612766,1610612761,210.0,0.341,0.14300000000000002
2012-03-17,1610612754,1610612752,190.0,0.455,0.595
2012-03-17,1610612751,1610612740,196.0,0.22699999999999998,0.33299999999999996
2012-03-17,1610612741,1610612755,169.0,0.568,0.7829999999999999
2012-03-17,1610612742,1610612759,205.0,0.69,0.556
2012-03-17,1610612743,1610612738,189.0,0.535,0.545
2012-03-17,1610612762,1610612744,191.0,0.439,0.488
2012-03-16,1610612755,1610612748,162.0,0.738,0.581
2012-03-16,1610612753,1610612751,156.0,0.341,0.636
2012-03-16,1610612752,1610612754,215.0,0.61,0.442
2012-03-16,1610612737,1610612764,190.0,0.23800000000000002,0.5579999999999999
2012-03-16,1610612741,1610612757,189.0,0.465,0.8
2012-03-16,1610612763,1610612761,224.0,0.326,0.585
2012-03-16,1610612760,1610612759,219.0,0.6829999999999999,0.767
2012-03-16,1610612756,1610612765,210.0,0.3720000000000001,0.488
2012-03-16,1610612758,1610612738,215.0,0.5479999999999999,0.326
2012-03-16,1610612747,1610612750,189.0,0.5,0.628
2012-03-16,1610612744,1610612749,218.0,0.442,0.45
2012-03-15,1610612740,1610612764,188.0,0.22,0.233
2012-03-15,1610612742,1610612766,197.0,0.146,0.545
2012-03-15,1610612743,1610612760,193.0,0.762,0.5579999999999999
2012-03-15,1610612762,1610612750,216.0,0.512,0.47600000000000003
2012-03-15,1610612746,1610612756,178.0,0.47600000000000003,0.585
2012-03-14,1610612754,1610612755,205.0,0.595,0.6
2012-03-14,1610612751,1610612761,182.0,0.33299999999999996,0.326
2012-03-14,1610612752,1610612757,200.0,0.47600000000000003,0.429
2012-03-14,1610612749,1610612739,220.0,0.4,0.429
2012-03-14,1610612740,1610612747,208.0,0.619,0.23800000000000002
2012-03-14,1610612745,1610612766,194.0,0.15,0.535
2012-03-14,1610612759,1610612753,233.0,0.6509999999999999,0.675
2012-03-14,1610612741,1610612748,208.0,0.7559999999999999,0.795
2012-03-14,1610612758,1610612765,236.0,0.35700000000000004,0.33299999999999996
2012-03-14,1610612756,1610612762,231.0,0.488,0.46299999999999997
2012-03-14,1610612746,1610612737,178.0,0.5710000000000001,0.575
2012-03-14,1610612744,1610612738,208.0,0.537,0.462
2012-03-13,1610612753,1610612748,202.0,0.775,0.643
2012-03-13,1610612739,1610612761,184.0,0.317,0.41
2012-03-13,1610612754,1610612757,167.0,0.488,0.59
2012-03-13,1610612763,1610612747,227.0,0.61,0.6
2012-03-13,1610612760,1610612745,207.0,0.524,0.78
2012-03-13,1610612742,1610612764,205.0,0.225,0.535
2012-03-13,1610612743,1610612737,235.0,0.585,0.5479999999999999
2012-03-13,1610612758,1610612744,204.0,0.447,0.341
2012-03-12,1610612751,1610612749,204.0,0.415,0.33299999999999996
2012-03-12,1610612741,1610612752,203.0,0.439,0.7909999999999999
2012-03-12,1610612740,1610612766,144.0,0.128,0.244
2012-03-12,1610612759,1610612764,209.0,0.231,0.667
2012-03-12,1610612762,1610612765,195.0,0.366,0.475
2012-03-12,1610612756,1610612750,251.0,0.5,0.475
2012-03-12,1610612746,1610612738,179.0,0.525,0.59
2012-03-11,1610612752,1610612755,200.0,0.585,0.45
2012-03-11,1610612747,1610612738,191.0,0.5379999999999999,0.6
2012-03-11,1610612761,1610612749,204.0,0.4,0.325
2012-03-11,1610612753,1610612754,201.0,0.605,0.634
2012-03-11,1610612739,1610612745,225.0,0.537,0.395
2012-03-11,1610612743,1610612763,185.0,0.59,0.561
2012-03-11,1610612758,1610612737,205.0,0.575,0.35
2012-03-11,1610612746,1610612744,190.0,0.4320000000000001,0.605
2012-03-10,1610612764,1610612757,209.0,0.475,0.237
2012-03-10,1610612748,1610612754,184.0,0.622,0.769
2012-03-10,1610612765,1610612761,191.0,0.33299999999999996,0.35
2012-03-10,1610612751,1610612745,218.0,0.525,0.341
2012-03-10,1610612741,1610612762,208.0,0.48700000000000004,0.7859999999999999
2012-03-10,1610612760,1610612766,217.0,0.132,0.775
2012-03-10,1610612750,1610612740,184.0,0.225,0.512
2012-03-10,1610612756,1610612763,189.0,0.605,0.462
2012-03-10,1610612744,1610612742,198.0,0.5479999999999999,0.41700000000000004
2012-03-09,1610612755,1610612762,195.0,0.5,0.575
2012-03-09,1610612766,1610612751,157.0,0.325,0.135
2012-03-09,1610612738,1610612757,190.0,0.48700000000000004,0.526
2012-03-09,1610612765,1610612737,171.0,0.59,0.33299999999999996
2012-03-09,1610612760,1610612739,186.0,0.37799999999999995,0.795
2012-03-09,1610612750,1610612747,207.0,0.59,0.525
2012-03-09,1610612749,1610612752,233.0,0.462,0.385
2012-03-09,1610612759,1610612746,228.0,0.595,0.684
2012-03-09,1610612743,1610612740,207.0,0.231,0.55
2012-03-09,1610612758,1610612742,207.0,0.561,0.33299999999999996
2012-03-08,1610612741,1610612753,193.0,0.625,0.805
2012-03-08,1610612756,1610612742,190.0,0.575,0.447
2012-03-07,1610612761,1610612745,214.0,0.5379999999999999,0.316
2012-03-07,1610612755,1610612738,174.0,0.541,0.564
2012-03-07,1610612764,1610612747,207.0,0.605,0.21600000000000005
2012-03-07,1610612766,1610612762,192.0,0.486,0.139
2012-03-07,1610612748,1610612737,175.0,0.605,0.763
2012-03-07,1610612751,1610612746,201.0,0.611,0.308
2012-03-07,1610612749,1610612741,210.0,0.8,0.395
2012-03-07,1610612760,1610612756,219.0,0.45899999999999996,0.789
2012-03-07,1610612750,1610612757,200.0,0.5,0.513
2012-03-07,1610612759,1610612752,223.0,0.474,0.6759999999999999
2012-03-07,1610612743,1610612739,199.0,0.361,0.564
2012-03-07,1610612758,1610612740,197.0,0.237,0.316
2012-03-07,1610612744,1610612763,202.0,0.595,0.429
2012-03-06,1610612766,1610612753,184.0,0.6409999999999999,0.114
2012-03-06,1610612754,1610612737,197.0,0.595,0.639
2012-03-06,1610612738,1610612745,189.0,0.5529999999999999,0.528
2012-03-06,1610612748,1610612751,186.0,0.316,0.757
2012-03-06,1610612765,1610612747,173.0,0.622,0.316
2012-03-06,1610612742,1610612752,180.0,0.486,0.564
2012-03-05,1610612761,1610612753,180.0,0.632,0.324
2012-03-05,1610612764,1610612744,220.0,0.41200000000000003,0.222
2012-03-05,1610612739,1610612762,209.0,0.47200000000000003,0.371
2012-03-05,1610612741,1610612754,164.0,0.657,0.795
2012-03-05,1610612749,1610612755,190.0,0.579,0.37799999999999995
2012-03-05,1610612760,1610612742,186.0,0.579,0.784
2012-03-05,1610612750,1610612746,189.0,0.629,0.5
2012-03-05,1610612743,1610612758,235.0,0.324,0.5529999999999999
2012-03-05,1610612757,1610612740,160.0,0.243,0.486
2012-03-04,1610612738,1610612752,226.0,0.5,0.514
2012-03-04,1610612747,1610612748,176.0,0.778,0.611
2012-03-04,1610612761,1610612744,158.0,0.424,0.306
2012-03-04,1610612766,1610612751,205.0,0.297,0.11800000000000001
2012-03-04,1610612755,1610612741,187.0,0.789,0.595
2012-03-04,1610612745,1610612746,208.0,0.618,0.568
2012-03-04,1610612756,1610612758,184.0,0.33299999999999996,0.444
2012-03-04,1610612759,1610612743,193.0,0.541,0.6940000000000001
2012-03-03,1610612764,1610612739,199.0,0.382,0.2
2012-03-03,1610612737,1610612760,187.0,0.8059999999999999,0.583
2012-03-03,1610612753,1610612749,212.0,0.389,0.622
2012-03-03,1610612763,1610612765,183.0,0.324,0.583
2012-03-03,1610612740,1610612754,186.0,0.647,0.25
2012-03-03,1610612742,1610612762,198.0,0.486,0.568
2012-03-03,1610612757,1610612750,232.0,0.486,0.5
2012-03-02,1610612761,1610612763,201.0,0.5710000000000001,0.314
2012-03-02,1610612738,1610612751,201.0,0.306,0.5
2012-03-02,1610612737,1610612749,193.0,0.4,0.5710000000000001
2012-03-02,1610612739,1610612741,203.0,0.784,0.39399999999999996
2012-03-02,1610612755,1610612744,188.0,0.43799999999999994,0.583
2012-03-02,1610612740,1610612742,189.0,0.583,0.22899999999999998
2012-03-02,1610612745,1610612743,222.0,0.528,0.583
2012-03-02,1610612759,1610612766,174.0,0.121,0.6859999999999999
2012-03-02,1610612762,1610612748,197.0,0.8,0.47100000000000003
2012-03-02,1610612756,1610612746,159.0,0.636,0.429
2012-03-02,1610612747,1610612758,222.0,0.34299999999999997,0.6
2012-03-01,1610612753,1610612760,207.0,0.8,0.639
2012-03-01,1610612756,1610612750,199.0,0.5,0.41200000000000003
2012-03-01,1610612758,1610612746,208.0,0.625,0.353
2012-03-01,1610612757,1610612748,200.0,0.794,0.514
2012-02-29,1610612755,1610612760,180.0,0.794,0.6
2012-02-29,1610612764,1610612753,197.0,0.629,0.20600000000000002
2012-02-29,1610612738,1610612749,198.0,0.41200000000000003,0.485
2012-02-29,1610612752,1610612739,223.0,0.406,0.486
2012-02-29,1610612737,1610612744,167.0,0.419,0.588
2012-02-29,1610612765,1610612766,203.0,0.125,0.306
2012-02-29,1610612763,1610612742,181.0,0.6,0.5589999999999999
2012-02-29,1610612740,1610612761,179.0,0.294,0.235
2012-02-29,1610612759,1610612741,185.0,0.778,0.706
2012-02-29,1610612743,1610612757,199.0,0.529,0.514
2012-02-29,1610612762,1610612745,187.0,0.6,0.455
2012-02-29,1610612747,1610612750,189.0,0.514,0.588
2012-02-28,1610612739,1610612738,169.0,0.469,0.419
2012-02-28,1610612754,1610612744,180.0,0.433,0.636
2012-02-28,1610612765,1610612755,165.0,0.588,0.314
2012-02-28,1610612741,1610612740,194.0,0.242,0.7709999999999999
2012-02-28,1610612749,1610612764,237.0,0.212,0.39399999999999996
2012-02-28,1610612745,1610612761,173.0,0.303,0.588
2012-02-28,1610612742,1610612751,185.0,0.28600000000000003,0.618
2012-02-28,1610612758,1610612762,199.0,0.469,0.33299999999999996
2012-02-28,1610612746,1610612750,206.0,0.5,0.645
2012-02-23,1610612748,1610612752,190.0,0.5,0.7879999999999999
2012-02-23,1610612737,1610612753,161.0,0.647,0.5760000000000001
2012-02-23,1610612743,1610612759,213.0,0.6970000000000001,0.529
2012-02-23,1610612760,1610612747,185.0,0.606,0.7879999999999999
2012-02-22,1610612761,1610612765,196.0,0.324,0.281
2012-02-22,1610612764,1610612758,222.0,0.313,0.21899999999999997
2012-02-22,1610612766,1610612754,190.0,0.625,0.129
2012-02-22,1610612739,1610612740,173.0,0.21899999999999997,0.433
2012-02-22,1610612760,1610612738,223.0,0.484,0.7809999999999999
2012-02-22,1610612751,1610612753,199.0,0.636,0.294
2012-02-22,1610612752,1610612737,181.0,0.594,0.485
2012-02-22,1610612741,1610612749,201.0,0.406,0.765
2012-02-22,1610612745,1610612755,180.0,0.606,0.5760000000000001
2012-02-22,1610612750,1610612762,198.0,0.484,0.485
2012-02-22,1610612756,1610612744,210.0,0.414,0.424
2012-02-22,1610612742,1610612747,187.0,0.594,0.636
2012-02-22,1610612746,1610612743,198.0,0.545,0.633
