,date,team_a,team_b,score
1942,2013-10-23,1610612758,1610612744,181.0
1943,2013-10-23,1610612746,1610612762,202.0
1944,2013-10-22,1610612737,1610612754,196.0
1945,2013-10-22,1610612765,1610612764,195.0
1946,2013-10-22,1610612759,1610612753,224.0
1947,2013-10-22,1610612756,1610612760,164.0
1948,2013-10-22,1610612747,1610612762,202.0
1949,2013-10-21,1610612761,1610612752,243.0
1950,2013-10-21,1610612739,1610612755,197.0
1951,2013-10-21,1610612741,1610612749,189.0
1952,2013-10-21,1610612745,1610612742,195.0
1953,2013-10-20,1610612737,1610612763,172.0
1954,2013-10-20,1610612753,1610612765,173.0
1955,2013-10-20,1610612750,1610612738,193.0
1956,2013-10-20,1610612760,1610612762,170.0
1957,2013-10-20,1610612757,1610612758,214.0
1958,2013-10-19,1610612740,1610612764,182.0
1959,2013-10-19,1610612766,1610612742,172.0
1960,2013-10-19,1610612748,1610612759,217.0
1961,2013-10-19,1610612739,1610612754,181.0
1962,2013-10-19,1610612746,1610612743,229.0
1963,2013-10-18,1610612744,1610612747,204.0
1964,2013-10-18,1610612753,1610612763,188.0
1965,2013-10-18,1610612741,1610612754,201.0
1966,2013-10-18,1610612746,1610612757,178.0
1967,2013-10-17,1610612766,1610612755,194.0
1968,2013-10-17,1610612764,1610612752,187.0
1969,2013-10-17,1610612739,1610612765,180.0
1970,2013-10-17,1610612737,1610612759,210.0
1971,2013-10-17,1610612760,1610612740,207.0
1972,2013-10-17,1610612751,1610612748,148.0
1973,2013-10-17,1610612758,1610612756,197.0
1974,2013-10-16,1610612761,1610612738,196.0
1975,2013-10-16,1610612754,1610612742,177.0
1976,2013-10-16,1610612741,1610612765,177.0
1977,2013-10-16,1610612745,1610612753,212.0
1978,2013-10-16,1610612762,1610612757,191.0
1979,2013-10-15,1610612747,1610612744,195.0
1980,2013-10-15,1610612764,1610612748,182.0
1981,2013-10-15,1610612739,1610612766,166.0
1982,2013-10-15,1610612751,1610612738,162.0
1983,2013-10-15,1610612763,1610612749,201.0
1984,2013-10-15,1610612760,1610612743,190.0
1985,2013-10-15,1610612756,1610612746,198.0
1986,2013-10-14,1610612755,1610612751,224.0
1987,2013-10-14,1610612742,1610612753,196.0
1988,2013-10-14,1610612743,1610612759,192.0
1989,2013-10-14,1610612758,1610612746,187.0
1990,2013-10-13,1610612745,1610612754,205.0
1991,2013-10-13,1610612740,1610612737,178.0
1992,2013-10-13,1610612759,1610612756,205.0
1993,2013-10-12,1610612764,1610612741,164.0
1994,2013-10-12,1610612738,1610612752,192.0
1995,2013-10-12,1610612751,1610612765,187.0
1996,2013-10-12,1610612750,1610612761,201.0
1997,2013-10-12,1610612749,1610612766,159.0
1998,2013-10-12,1610612762,1610612746,180.0
1999,2013-10-11,1610612761,1610612752,191.0
2000,2013-10-11,1610612755,1610612738,182.0
2001,2013-10-11,1610612753,1610612739,215.0
2002,2013-10-11,1610612748,1610612766,161.0
2003,2013-10-11,1610612757,1610612762,182.0
2004,2013-10-10,1610612754,1610612745,212.0
2005,2013-10-10,1610612765,1610612748,219.0
2006,2013-10-10,1610612750,1610612749,187.0
2007,2013-10-10,1610612747,1610612758,190.0
2008,2013-10-09,1610612761,1610612750,190.0
2009,2013-10-09,1610612753,1610612740,194.0
2010,2013-10-09,1610612738,1610612752,205.0
2011,2013-10-09,1610612763,1610612742,185.0
2012,2013-10-09,1610612757,1610612756,202.0
2013,2013-10-08,1610612755,1610612760,202.0
2014,2013-10-08,1610612764,1610612751,217.0
2015,2013-10-08,1610612739,1610612749,186.0
2016,2013-10-08,1610612766,1610612737,172.0
2017,2013-10-08,1610612762,1610612744,179.0
2018,2013-10-08,1610612747,1610612743,178.0
2019,2013-10-07,1610612738,1610612761,186.0
2020,2013-10-07,1610612748,1610612737,179.0
2021,2013-10-07,1610612741,1610612763,193.0
2022,2013-10-07,1610612742,1610612740,186.0
2023,2013-10-07,1610612757,1610612746,170.0
2024,2013-10-07,1610612744,1610612758,175.0
2025,2013-10-06,1610612747,1610612743,185.0
2026,2013-10-05,1610612754,1610612741,158.0
2027,2013-10-05,1610612745,1610612740,231.0
2028,2013-10-05,1610612747,1610612744,199.0
2029,2013-06-20,1610612748,1610612759,183.0
2030,2013-06-18,1610612748,1610612759,203.0
2031,2013-06-16,1610612759,1610612748,218.0
2032,2013-06-13,1610612759,1610612748,202.0
2033,2013-06-11,1610612759,1610612748,190.0
2034,2013-06-09,1610612748,1610612759,187.0
2035,2013-06-06,1610612748,1610612759,180.0
2036,2013-06-03,1610612748,1610612754,175.0
2037,2013-06-01,1610612754,1610612748,168.0
2038,2013-05-30,1610612748,1610612754,169.0
2039,2013-05-28,1610612754,1610612748,191.0
2040,2013-05-27,1610612763,1610612759,179.0
2041,2013-05-26,1610612754,1610612748,210.0
2042,2013-05-25,1610612763,1610612759,197.0
2043,2013-05-24,1610612748,1610612754,190.0
2044,2013-05-22,1610612748,1610612754,205.0
2045,2013-05-21,1610612759,1610612763,182.0
2046,2013-05-19,1610612759,1610612763,188.0
2047,2013-05-18,1610612754,1610612752,205.0
2048,2013-05-16,1610612752,1610612754,160.0
2049,2013-05-16,1610612744,1610612759,176.0
2050,2013-05-15,1610612748,1610612741,185.0
2051,2013-05-15,1610612760,1610612763,172.0
2052,2013-05-14,1610612754,1610612752,175.0
2053,2013-05-14,1610612759,1610612744,200.0
2054,2013-05-13,1610612741,1610612748,153.0
2055,2013-05-13,1610612763,1610612760,200.0
2056,2013-05-12,1610612744,1610612759,184.0
2057,2013-05-11,1610612763,1610612760,168.0
2058,2013-05-11,1610612754,1610612752,153.0
2059,2013-05-10,1610612741,1610612748,198.0
2060,2013-05-10,1610612744,1610612759,194.0
2061,2013-05-08,1610612748,1610612741,193.0
2062,2013-05-08,1610612759,1610612744,191.0
2063,2013-05-07,1610612752,1610612754,184.0
2064,2013-05-07,1610612760,1610612763,192.0
2065,2013-05-06,1610612748,1610612741,179.0
2066,2013-05-06,1610612759,1610612744,256.0
2067,2013-05-05,1610612760,1610612763,184.0
2068,2013-05-05,1610612752,1610612754,197.0
2069,2013-05-04,1610612751,1610612741,192.0
2070,2013-05-03,1610612738,1610612752,168.0
2071,2013-05-03,1610612737,1610612754,154.0
2072,2013-05-03,1610612745,1610612760,197.0
2073,2013-05-03,1610612763,1610612746,223.0
2074,2013-05-02,1610612741,1610612751,187.0
2075,2013-05-02,1610612744,1610612743,180.0
2076,2013-05-01,1610612752,1610612738,178.0
2077,2013-05-01,1610612754,1610612737,189.0
2078,2013-05-01,1610612760,1610612745,207.0
2079,2013-04-30,1610612743,1610612744,207.0
2080,2013-04-30,1610612746,1610612763,196.0
2081,2013-04-29,1610612751,1610612741,201.0
2082,2013-04-29,1610612737,1610612754,193.0
2083,2013-04-29,1610612745,1610612760,208.0
2084,2013-04-28,1610612738,1610612752,187.0
2085,2013-04-28,1610612749,1610612748,165.0
2086,2013-04-28,1610612747,1610612759,185.0
2087,2013-04-28,1610612744,1610612743,216.0
2088,2013-04-27,1610612741,1610612751,276.0
2089,2013-04-27,1610612763,1610612746,187.0
2090,2013-04-27,1610612737,1610612754,159.0
2091,2013-04-27,1610612745,1610612760,205.0
2092,2013-04-26,1610612738,1610612752,166.0
2093,2013-04-26,1610612747,1610612759,209.0
2094,2013-04-26,1610612744,1610612743,218.0
2095,2013-04-25,1610612749,1610612748,195.0
2096,2013-04-25,1610612741,1610612751,155.0
2097,2013-04-25,1610612763,1610612746,176.0
2098,2013-04-24,1610612760,1610612745,207.0
2099,2013-04-24,1610612754,1610612737,211.0
2100,2013-04-24,1610612759,1610612747,193.0
2101,2013-04-23,1610612748,1610612749,184.0
2102,2013-04-23,1610612752,1610612738,158.0
2103,2013-04-23,1610612743,1610612744,248.0
2104,2013-04-22,1610612751,1610612741,172.0
2105,2013-04-22,1610612746,1610612763,184.0
2106,2013-04-21,1610612754,1610612737,197.0
2107,2013-04-21,1610612759,1610612747,170.0
2108,2013-04-21,1610612748,1610612749,197.0
2109,2013-04-21,1610612760,1610612745,211.0
2110,2013-04-20,1610612752,1610612738,163.0
2111,2013-04-20,1610612743,1610612744,192.0
2112,2013-04-20,1610612751,1610612741,195.0
2113,2013-04-20,1610612746,1610612763,203.0
2114,2013-04-17,1610612761,1610612738,204.0
2115,2013-04-17,1610612751,1610612765,202.0
2116,2013-04-17,1610612752,1610612737,190.0
2117,2013-04-17,1610612766,1610612739,203.0
2118,2013-04-17,1610612748,1610612753,198.0
2119,2013-04-17,1610612754,1610612755,200.0
2120,2013-04-17,1610612741,1610612764,187.0
2121,2013-04-17,1610612763,1610612762,156.0
2122,2013-04-17,1610612742,1610612740,186.0
2123,2013-04-17,1610612759,1610612750,203.0
2124,2013-04-17,1610612760,1610612749,184.0
2125,2013-04-17,1610612743,1610612756,216.0
2126,2013-04-17,1610612747,1610612745,194.0
2127,2013-04-17,1610612758,1610612746,220.0
2128,2013-04-17,1610612757,1610612744,187.0
2129,2013-04-16,1610612737,1610612761,209.0
2130,2013-04-16,1610612746,1610612757,170.0
2131,2013-04-15,1610612766,1610612752,201.0
2132,2013-04-15,1610612753,1610612741,186.0
2133,2013-04-15,1610612739,1610612748,191.0
2134,2013-04-15,1610612751,1610612764,207.0
2135,2013-04-15,1610612765,1610612755,210.0
2136,2013-04-15,1610612749,1610612743,223.0
2137,2013-04-15,1610612742,1610612763,200.0
2138,2013-04-15,1610612760,1610612758,199.0
2139,2013-04-15,1610612750,1610612762,176.0
2140,2013-04-15,1610612756,1610612745,231.0
2141,2013-04-15,1610612744,1610612759,222.0
2142,2013-04-14,1610612748,1610612741,198.0
2143,2013-04-14,1610612761,1610612751,180.0
2144,2013-04-14,1610612752,1610612754,170.0
2145,2013-04-14,1610612755,1610612739,168.0
2146,2013-04-14,1610612743,1610612757,227.0
2147,2013-04-14,1610612740,1610612742,196.0
2148,2013-04-14,1610612745,1610612758,221.0
2149,2013-04-14,1610612747,1610612759,177.0
2150,2013-04-13,1610612766,1610612749,180.0
2151,2013-04-13,1610612753,1610612738,208.0
2152,2013-04-13,1610612763,1610612746,178.0
2153,2013-04-13,1610612750,1610612756,198.0
2154,2013-04-12,1610612761,1610612741,185.0
2155,2013-04-12,1610612764,1610612755,183.0
2156,2013-04-12,1610612754,1610612751,226.0
2157,2013-04-12,1610612737,1610612749,213.0
2158,2013-04-12,1610612748,1610612738,210.0
2159,2013-04-12,1610612765,1610612766,206.0
2160,2013-04-12,1610612739,1610612752,192.0
2161,2013-04-12,1610612740,1610612746,189.0
2162,2013-04-12,1610612745,1610612763,160.0
2163,2013-04-12,1610612742,1610612743,213.0
2164,2013-04-12,1610612759,1610612758,209.0
2165,2013-04-12,1610612762,1610612750,207.0
2166,2013-04-12,1610612757,1610612760,196.0
2167,2013-04-12,1610612747,1610612744,234.0
2168,2013-04-11,1610612741,1610612752,229.0
2169,2013-04-11,1610612744,1610612760,213.0
2170,2013-04-10,1610612755,1610612737,225.0
2171,2013-04-10,1610612764,1610612748,201.0
2172,2013-04-10,1610612753,1610612749,216.0
2173,2013-04-10,1610612739,1610612765,215.0
2174,2013-04-10,1610612738,1610612751,194.0
2175,2013-04-10,1610612742,1610612756,193.0
2176,2013-04-10,1610612758,1610612740,231.0
2177,2013-04-10,1610612757,1610612747,219.0
2178,2013-04-10,1610612743,1610612759,182.0
2179,2013-04-10,1610612746,1610612750,206.0
2180,2013-04-09,1610612754,1610612739,193.0
2181,2013-04-09,1610612751,1610612755,187.0
2182,2013-04-09,1610612752,1610612764,219.0
2183,2013-04-09,1610612748,1610612749,177.0
2184,2013-04-09,1610612741,1610612761,199.0
2185,2013-04-09,1610612763,1610612766,169.0
2186,2013-04-09,1610612745,1610612756,199.0
2187,2013-04-09,1610612762,1610612760,170.0
2188,2013-04-09,1610612747,1610612740,200.0
2189,2013-04-09,1610612744,1610612750,194.0
2190,2013-04-07,1610612760,1610612752,245.0
2191,2013-04-07,1610612746,1610612747,204.0
2192,2013-04-07,1610612738,1610612764,203.0
2193,2013-04-07,1610612739,1610612753,176.0
2194,2013-04-07,1610612758,1610612763,176.0
2195,2013-04-07,1610612765,1610612741,184.0
2196,2013-04-07,1610612744,1610612762,187.0
2197,2013-04-07,1610612756,1610612740,187.0
2198,2013-04-07,1610612757,1610612742,187.0
2199,2013-04-06,1610612764,1610612754,189.0
2200,2013-04-06,1610612751,1610612766,201.0
2201,2013-04-06,1610612748,1610612755,193.0
2202,2013-04-06,1610612750,1610612765,208.0
2203,2013-04-06,1610612749,1610612761,183.0
2204,2013-04-06,1610612759,1610612737,196.0
2205,2013-04-06,1610612743,1610612745,246.0
2206,2013-04-05,1610612738,1610612739,188.0
2207,2013-04-05,1610612752,1610612749,184.0
2208,2013-04-05,1610612737,1610612755,191.0
2209,2013-04-05,1610612766,1610612748,168.0
2210,2013-04-05,1610612754,1610612760,172.0
2211,2013-04-05,1610612741,1610612753,173.0
2212,2013-04-05,1610612750,1610612761,188.0
2213,2013-04-05,1610612762,1610612740,178.0
2214,2013-04-05,1610612756,1610612744,218.0
2215,2013-04-05,1610612758,1610612742,225.0
2216,2013-04-05,1610612757,1610612745,214.0
2217,2013-04-05,1610612747,1610612763,170.0
2218,2013-04-04,1610612751,1610612741,182.0
2219,2013-04-04,1610612743,1610612742,189.0
2220,2013-04-04,1610612760,1610612759,188.0
2221,2013-04-03,1610612761,1610612764,166.0
2222,2013-04-03,1610612766,1610612755,171.0
2223,2013-04-03,1610612737,1610612752,177.0
2224,2013-04-03,1610612739,1610612751,208.0
2225,2013-04-03,1610612738,1610612765,191.0
2226,2013-04-03,1610612749,1610612750,205.0
2227,2013-04-03,1610612759,1610612753,182.0
2228,2013-04-03,1610612762,1610612743,209.0
2229,2013-04-03,1610612758,1610612745,214.0
2230,2013-04-03,1610612757,1610612763,170.0
2231,2013-04-03,1610612746,1610612756,227.0
2232,2013-04-03,1610612744,1610612740,186.0
2233,2013-04-02,1610612764,1610612741,176.0
2234,2013-04-02,1610612748,1610612752,192.0
2235,2013-04-02,1610612747,1610612742,182.0
2236,2013-04-01,1610612761,1610612765,206.0
2237,2013-04-01,1610612737,1610612739,196.0
2238,2013-04-01,1610612749,1610612766,233.0
2239,2013-04-01,1610612763,1610612759,182.0
2240,2013-04-01,1610612745,1610612753,214.0
2241,2013-04-01,1610612750,1610612738,210.0
2242,2013-04-01,1610612762,1610612757,214.0
2243,2013-04-01,1610612746,1610612754,215.0
2244,2013-03-31,1610612764,1610612761,201.0
2245,2013-03-31,1610612740,1610612739,204.0
2246,2013-03-31,1610612741,1610612765,189.0
2247,2013-03-31,1610612759,1610612748,174.0
2248,2013-03-31,1610612752,1610612738,197.0
2249,2013-03-30,1610612742,1610612741,198.0
2250,2013-03-30,1610612737,1610612753,185.0
2251,2013-03-30,1610612755,1610612766,192.0
2252,2013-03-30,1610612745,1610612746,179.0
2253,2013-03-30,1610612750,1610612763,185.0
2254,2013-03-30,1610612749,1610612760,208.0
2255,2013-03-30,1610612762,1610612751,223.0
2256,2013-03-30,1610612756,1610612754,216.0
2257,2013-03-30,1610612758,1610612747,201.0
2258,2013-03-30,1610612744,1610612757,223.0
2259,2013-03-29,1610612753,1610612764,189.0
2260,2013-03-29,1610612738,1610612737,225.0
2261,2013-03-29,1610612752,1610612766,213.0
2262,2013-03-29,1610612765,1610612761,181.0
2263,2013-03-29,1610612739,1610612755,184.0
2264,2013-03-29,1610612763,1610612745,197.0
2265,2013-03-29,1610612740,1610612748,197.0
2266,2013-03-29,1610612750,1610612760,194.0
2267,2013-03-29,1610612759,1610612746,206.0
2268,2013-03-29,1610612743,1610612751,196.0
2269,2013-03-29,1610612757,1610612762,200.0
2270,2013-03-28,1610612749,1610612747,216.0
2271,2013-03-28,1610612742,1610612754,181.0
2272,2013-03-28,1610612756,1610612758,220.0
2273,2013-03-27,1610612761,1610612737,195.0
2274,2013-03-27,1610612755,1610612749,192.0
2275,2013-03-27,1610612766,1610612753,222.0
2276,2013-03-27,1610612739,1610612738,185.0
2277,2013-03-27,1610612752,1610612763,209.0
2278,2013-03-27,1610612741,1610612748,198.0
2279,2013-03-27,1610612740,1610612746,196.0
2280,2013-03-27,1610612745,1610612754,191.0
2281,2013-03-27,1610612760,1610612764,183.0
2282,2013-03-27,1610612750,1610612747,237.0
2283,2013-03-27,1610612759,1610612743,199.0
2284,2013-03-27,1610612762,1610612756,191.0
2285,2013-03-27,1610612744,1610612758,203.0
2286,2013-03-27,1610612757,1610612751,204.0
2287,2013-03-26,1610612738,1610612752,185.0
2288,2013-03-26,1610612765,1610612750,187.0
2289,2013-03-26,1610612742,1610612746,211.0
2290,2013-03-25,1610612764,1610612763,201.0
2291,2013-03-25,1610612753,1610612748,202.0
2292,2013-03-25,1610612754,1610612737,194.0
2293,2013-03-25,1610612740,1610612743,196.0
2294,2013-03-25,1610612762,1610612755,198.0
2295,2013-03-25,1610612744,1610612747,212.0
2296,2013-03-24,1610612749,1610612737,203.0
2297,2013-03-24,1610612748,1610612766,186.0
2298,2013-03-24,1610612745,1610612759,191.0
2299,2013-03-24,1610612760,1610612757,186.0
2300,2013-03-24,1610612750,1610612741,201.0
2301,2013-03-24,1610612742,1610612762,221.0
2302,2013-03-24,1610612756,1610612751,202.0
2303,2013-03-24,1610612758,1610612755,220.0
2304,2013-03-23,1610612766,1610612765,183.0
2305,2013-03-23,1610612752,1610612761,194.0
2306,2013-03-23,1610612741,1610612754,171.0
2307,2013-03-23,1610612763,1610612738,216.0
2308,2013-03-23,1610612743,1610612758,196.0
2309,2013-03-23,1610612746,1610612751,196.0
2310,2013-03-23,1610612744,1610612764,193.0
2311,2013-03-22,1610612761,1610612752,193.0
2312,2013-03-22,1610612753,1610612760,186.0
2313,2013-03-22,1610612754,1610612749,180.0
2314,2013-03-22,1610612737,1610612757,197.0
2315,2013-03-22,1610612748,1610612765,192.0
2316,2013-03-22,1610612740,1610612763,173.0
2317,2013-03-22,1610612745,1610612739,194.0
2318,2013-03-22,1610612742,1610612738,198.0
2319,2013-03-22,1610612759,1610612762,201.0
2320,2013-03-22,1610612756,1610612750,203.0
2321,2013-03-22,1610612747,1610612764,203.0
2322,2013-03-21,1610612741,1610612757,188.0
2323,2013-03-21,1610612743,1610612755,201.0
2324,2013-03-21,1610612758,1610612750,199.0
2325,2013-03-20,1610612766,1610612761,208.0
2326,2013-03-20,1610612739,1610612748,193.0
2327,2013-03-20,1610612752,1610612753,200.0
2328,2013-03-20,1610612737,1610612749,188.0
2329,2013-03-20,1610612763,1610612760,179.0
2330,2013-03-20,1610612740,1610612738,173.0
2331,2013-03-20,1610612745,1610612762,193.0
2332,2013-03-20,1610612742,1610612751,209.0
2333,2013-03-20,1610612759,1610612744,197.0
2334,2013-03-20,1610612756,1610612764,167.0
2335,2013-03-20,1610612746,1610612755,173.0
2336,2013-03-19,1610612754,1610612753,168.0
2337,2013-03-19,1610612749,1610612757,197.0
2338,2013-03-19,1610612760,1610612743,218.0
2339,2013-03-19,1610612758,1610612746,217.0
2340,2013-03-18,1610612755,1610612757,201.0
2341,2013-03-18,1610612766,1610612764,233.0
2342,2013-03-18,1610612739,1610612754,201.0
2343,2013-03-18,1610612737,1610612742,240.0
2344,2013-03-18,1610612765,1610612751,201.0
2345,2013-03-18,1610612738,1610612748,208.0
2346,2013-03-18,1610612741,1610612743,237.0
2347,2013-03-18,1610612763,1610612750,169.0
2348,2013-03-18,1610612740,1610612744,165.0
2349,2013-03-18,1610612756,1610612747,175.0
2350,2013-03-18,1610612762,1610612752,173.0
2351,2013-03-17,1610612761,1610612748,199.0
2352,2013-03-17,1610612749,1610612753,224.0
2353,2013-03-17,1610612746,1610612752,173.0
2354,2013-03-17,1610612745,1610612744,186.0
2355,2013-03-17,1610612750,1610612740,192.0
2356,2013-03-17,1610612742,1610612760,208.0
2357,2013-03-17,1610612751,1610612737,198.0
2358,2013-03-17,1610612747,1610612758,215.0
2359,2013-03-16,1610612764,1610612756,232.0
2360,2013-03-16,1610612738,1610612766,193.0
2361,2013-03-16,1610612755,1610612754,189.0
2362,2013-03-16,1610612759,1610612739,232.0
2363,2013-03-16,1610612762,1610612763,174.0
2364,2013-03-16,1610612757,1610612765,213.0
2365,2013-03-15,1610612761,1610612766,170.0
2366,2013-03-15,1610612764,1610612740,183.0
2367,2013-03-15,1610612754,1610612747,192.0
2368,2013-03-15,1610612737,1610612756,201.0
2369,2013-03-15,1610612745,1610612750,208.0
2370,2013-03-15,1610612760,1610612753,221.0
2371,2013-03-15,1610612749,1610612748,201.0
2372,2013-03-15,1610612742,1610612739,182.0
2373,2013-03-15,1610612743,1610612763,167.0
2374,2013-03-15,1610612744,1610612741,208.0
2375,2013-03-14,1610612759,1610612742,183.0
2376,2013-03-14,1610612757,1610612752,195.0
2377,2013-03-13,1610612755,1610612748,192.0
2378,2013-03-13,1610612764,1610612749,199.0
2379,2013-03-13,1610612754,1610612750,198.0
2380,2013-03-13,1610612738,1610612761,200.0
2381,2013-03-13,1610612737,1610612747,188.0
2382,2013-03-13,1610612745,1610612756,192.0
2383,2013-03-13,1610612760,1610612762,197.0
2384,2013-03-13,1610612758,1610612741,200.0
2385,2013-03-13,1610612743,1610612752,211.0
2386,2013-03-13,1610612746,1610612763,181.0
2387,2013-03-13,1610612744,1610612765,202.0
2388,2013-03-12,1610612766,1610612738,174.0
2389,2013-03-12,1610612753,1610612747,203.0
2390,2013-03-12,1610612739,1610612764,185.0
2391,2013-03-12,1610612751,1610612740,206.0
2392,2013-03-12,1610612748,1610612737,179.0
2393,2013-03-12,1610612749,1610612742,223.0
2394,2013-03-12,1610612750,1610612759,190.0
2395,2013-03-12,1610612757,1610612763,199.0
2396,2013-03-11,1610612755,1610612751,203.0
2397,2013-03-11,1610612759,1610612760,198.0
2398,2013-03-11,1610612762,1610612765,193.0
2399,2013-03-11,1610612756,1610612743,201.0
2400,2013-03-11,1610612744,1610612752,155.0
2401,2013-03-10,1610612760,1610612738,170.0
2402,2013-03-10,1610612747,1610612741,171.0
2403,2013-03-10,1610612761,1610612739,196.0
2404,2013-03-10,1610612753,1610612755,190.0
2405,2013-03-10,1610612748,1610612754,196.0
2406,2013-03-10,1610612740,1610612757,194.0
2407,2013-03-10,1610612750,1610612742,177.0
2408,2013-03-10,1610612758,1610612749,228.0
2409,2013-03-10,1610612746,1610612765,226.0
2410,2013-03-09,1610612737,1610612751,173.0
2411,2013-03-09,1610612752,1610612762,197.0
2412,2013-03-09,1610612764,1610612766,191.0
2413,2013-03-09,1610612763,1610612740,181.0
2414,2013-03-09,1610612743,1610612750,199.0
2415,2013-03-09,1610612756,1610612745,212.0
2416,2013-03-09,1610612744,1610612749,196.0
2417,2013-03-08,1610612766,1610612760,210.0
2418,2013-03-08,1610612753,1610612754,201.0
2419,2013-03-08,1610612751,1610612764,173.0
2420,2013-03-08,1610612765,1610612742,201.0
2421,2013-03-08,1610612739,1610612763,195.0
2422,2013-03-08,1610612738,1610612737,209.0
2423,2013-03-08,1610612748,1610612755,195.0
2424,2013-03-08,1610612741,1610612762,177.0
2425,2013-03-08,1610612759,1610612757,242.0
2426,2013-03-08,1610612758,1610612756,233.0
2427,2013-03-08,1610612747,1610612761,234.0
2428,2013-03-08,1610612744,1610612745,182.0
2429,2013-03-07,1610612752,1610612760,189.0
2430,2013-03-07,1610612743,1610612746,199.0
2431,2013-03-06,1610612766,1610612751,177.0
2432,2013-03-06,1610612739,1610612762,205.0
2433,2013-03-06,1610612754,1610612738,164.0
2434,2013-03-06,1610612737,1610612755,203.0
2435,2013-03-06,1610612748,1610612753,193.0
2436,2013-03-06,1610612765,1610612752,164.0
2437,2013-03-06,1610612763,1610612757,176.0
2438,2013-03-06,1610612740,1610612747,210.0
2439,2013-03-06,1610612750,1610612764,169.0
2440,2013-03-06,1610612742,1610612745,220.0
2441,2013-03-06,1610612759,1610612741,184.0
2442,2013-03-06,1610612756,1610612761,169.0
2443,2013-03-06,1610612746,1610612749,218.0
2444,2013-03-06,1610612744,1610612758,170.0
2445,2013-03-05,1610612755,1610612738,210.0
2446,2013-03-05,1610612760,1610612747,227.0
2447,2013-03-05,1610612758,1610612743,233.0
2448,2013-03-04,1610612739,1610612752,199.0
2449,2013-03-04,1610612749,1610612762,217.0
2450,2013-03-04,1610612740,1610612753,207.0
2451,2013-03-04,1610612750,1610612748,178.0
2452,2013-03-04,1610612743,1610612737,192.0
2453,2013-03-04,1610612757,1610612766,227.0
2454,2013-03-04,1610612744,1610612761,243.0
2455,2013-03-03,1610612752,1610612748,192.0
2456,2013-03-03,1610612746,1610612760,212.0
2457,2013-03-03,1610612764,1610612755,177.0
2458,2013-03-03,1610612753,1610612763,190.0
2459,2013-03-03,1610612758,1610612766,202.0
2460,2013-03-03,1610612745,1610612742,239.0
2461,2013-03-03,1610612759,1610612765,189.0
2462,2013-03-03,1610612754,1610612741,189.0
2463,2013-03-03,1610612747,1610612737,197.0
2464,2013-03-02,1610612755,1610612744,201.0
2465,2013-03-02,1610612741,1610612751,181.0
2466,2013-03-02,1610612749,1610612761,236.0
2467,2013-03-02,1610612757,1610612750,203.0
2468,2013-03-01,1610612761,1610612754,174.0
2469,2013-03-01,1610612764,1610612752,184.0
2470,2013-03-01,1610612753,1610612745,228.0
2471,2013-03-01,1610612738,1610612744,180.0
2472,2013-03-01,1610612739,1610612746,194.0
2473,2013-03-01,1610612748,1610612763,189.0
2474,2013-03-01,1610612751,1610612742,188.0
2475,2013-03-01,1610612740,1610612765,195.0
2476,2013-03-01,1610612759,1610612758,232.0
2477,2013-03-01,1610612762,1610612766,166.0
2478,2013-03-01,1610612756,1610612737,179.0
2479,2013-03-01,1610612743,1610612760,208.0
2480,2013-02-28,1610612754,1610612746,190.0
2481,2013-02-28,1610612741,1610612755,175.0
2482,2013-02-28,1610612747,1610612750,210.0
2483,2013-02-27,1610612753,1610612758,226.0
2484,2013-02-27,1610612739,1610612761,195.0
2485,2013-02-27,1610612764,1610612765,191.0
2486,2013-02-27,1610612752,1610612744,214.0
2487,2013-02-27,1610612763,1610612742,174.0
2488,2013-02-27,1610612745,1610612749,217.0
2489,2013-02-27,1610612760,1610612740,193.0
2490,2013-02-27,1610612759,1610612756,206.0
2491,2013-02-27,1610612762,1610612737,193.0
2492,2013-02-27,1610612757,1610612743,220.0
2493,2013-02-26,1610612755,1610612753,182.0
2494,2013-02-26,1610612754,1610612744,205.0
2495,2013-02-26,1610612748,1610612758,270.0
2496,2013-02-26,1610612741,1610612739,199.0
2497,2013-02-26,1610612740,1610612751,198.0
2498,2013-02-26,1610612742,1610612749,185.0
2499,2013-02-26,1610612756,1610612750,167.0
2500,2013-02-26,1610612746,1610612766,190.0
2501,2013-02-25,1610612761,1610612764,174.0
2502,2013-02-25,1610612765,1610612737,217.0
2503,2013-02-25,1610612743,1610612747,227.0
2504,2013-02-25,1610612762,1610612738,217.0
2505,2013-02-24,1610612742,1610612747,202.0
2506,2013-02-24,1610612750,1610612744,199.0
2507,2013-02-24,1610612748,1610612739,214.0
2508,2013-02-24,1610612740,1610612758,205.0
2509,2013-02-24,1610612751,1610612763,148.0
2510,2013-02-24,1610612752,1610612755,192.0
2511,2013-02-24,1610612756,1610612759,184.0
2512,2013-02-24,1610612757,1610612738,178.0
2513,2013-02-24,1610612760,1610612741,174.0
2514,2013-02-23,1610612764,1610612745,208.0
2515,2013-02-23,1610612766,1610612743,212.0
2516,2013-02-23,1610612753,1610612739,212.0
2517,2013-02-23,1610612755,1610612748,204.0
2518,2013-02-23,1610612765,1610612754,162.0
2519,2013-02-23,1610612749,1610612737,205.0
2520,2013-02-23,1610612746,1610612762,201.0
2521,2013-02-22,1610612761,1610612752,198.0
2522,2013-02-22,1610612764,1610612743,232.0
2523,2013-02-22,1610612766,1610612741,180.0
