date,team_a,team_b,score,sidefeature
2012-11-03,1610612746,1610612744,224.0,194.82
2012-11-02,1610612766,1610612754,179.0,189.18
2012-11-02,1610612753,1610612743,191.0,197.42
2012-11-02,1610612738,1610612749,187.0,189.22
2012-11-02,1610612737,1610612745,211.0,193.3
2012-11-02,1610612739,1610612741,201.0,188.2
2012-11-02,1610612752,1610612748,188.0,189.52
2012-11-02,1610612740,1610612762,174.0,191.08
2012-11-02,1610612760,1610612757,198.0,200.04
2012-11-02,1610612750,1610612758,172.0,199.5
2012-11-02,1610612756,1610612765,181.0,193.7
2012-11-02,1610612747,1610612746,200.0,192.74
2012-11-02,1610612744,1610612763,198.0,197.76
2012-11-01,1610612759,1610612760,170.0,202.56
2012-10-31,1610612761,1610612754,178.0,190.08
2012-10-31,1610612755,1610612743,159.0,191.5
2012-10-31,1610612765,1610612745,201.0,192.4
2012-10-31,1610612741,1610612758,180.0,196.04
2012-10-31,1610612740,1610612759,194.0,194.16
2012-10-31,1610612762,1610612742,207.0,194.66000000000003
2012-10-31,1610612756,1610612744,172.0,200.76
2012-10-31,1610612746,1610612763,193.0,191.04
2012-10-31,1610612757,1610612747,222.0,198.28
2012-10-30,1610612739,1610612764,178.0,193.36
2012-10-30,1610612748,1610612738,227.0,182.54
2012-10-30,1610612747,1610612742,190.0,193.96
2012-10-26,1610612753,1610612745,200.0,194.46
2012-10-26,1610612741,1610612754,187.0,187.92
2012-10-26,1610612765,1610612737,192.0,187.7
2012-10-26,1610612763,1610612761,226.0,189.9
2012-10-26,1610612749,1610612750,176.0,196.64
2012-10-26,1610612748,1610612740,185.0,185.1
2012-10-26,1610612742,1610612766,181.0,188.74
2012-10-26,1610612759,1610612764,185.0,200.62
2012-10-26,1610612756,1610612743,160.0,201.84
2012-10-25,1610612766,1610612749,190.0,194.12
2012-10-25,1610612762,1610612757,188.0,199.1
2012-10-25,1610612747,1610612758,176.0,202.4
2012-10-25,1610612743,1610612746,200.0,195.76
2012-10-24,1610612751,1610612752,192.0,193.2
2012-10-24,1610612763,1610612753,215.0,190.94
2012-10-24,1610612740,1610612745,187.0,189.66000000000003
2012-10-24,1610612760,1610612742,164.0,196.5
2012-10-24,1610612750,1610612765,171.0,188.9
2012-10-24,1610612748,1610612764,195.0,190.72
2012-10-24,1610612746,1610612747,188.0,193.0
2012-10-23,1610612766,1610612748,190.0,186.28
2012-10-23,1610612739,1610612754,182.0,192.24
2012-10-23,1610612741,1610612760,183.0,193.08
2012-10-23,1610612744,1610612756,199.0,201.14
2012-10-22,1610612761,1610612749,199.0,194.62
2012-10-22,1610612755,1610612752,188.0,183.96
2012-10-22,1610612742,1610612740,161.0,186.86
2012-10-22,1610612756,1610612758,191.0,204.56
2012-10-22,1610612757,1610612762,234.0,198.02
2012-10-22,1610612746,1610612744,159.0,196.04
2012-10-21,1610612753,1610612759,204.0,199.28
2012-10-21,1610612738,1610612755,167.0,179.24
2012-10-21,1610612760,1610612743,209.0,202.44
2012-10-21,1610612747,1610612758,191.0,202.4
2012-10-20,1610612748,1610612759,205.0,196.8
2012-10-20,1610612737,1610612742,204.0,190.3
2012-10-20,1610612754,1610612763,163.0,191.32
2012-10-20,1610612738,1610612752,207.0,184.48
2012-10-20,1610612765,1610612766,165.0,186.72
2012-10-20,1610612749,1610612764,196.0,198.26
2012-10-20,1610612762,1610612746,190.0,194.24
2012-10-19,1610612761,1610612752,195.0,187.78
2012-10-19,1610612753,1610612754,208.0,191.64
2012-10-19,1610612751,1610612755,202.0,187.7
2012-10-19,1610612741,1610612750,173.0,188.44
2012-10-19,1610612760,1610612756,204.0,202.06
2012-10-19,1610612747,1610612758,201.0,201.9
2012-10-19,1610612757,1610612744,198.0,199.44
2012-10-18,1610612737,1610612740,165.0,185.62
2012-10-18,1610612748,1610612765,183.0,187.5
2012-10-18,1610612749,1610612763,191.0,196.6
2012-10-18,1610612751,1610612738,200.0,188.48
2012-10-17,1610612761,1610612764,205.0,190.24
2012-10-17,1610612755,1610612739,212.0,185.1
2012-10-17,1610612745,1610612763,211.0,194.34
2012-10-17,1610612742,1610612756,194.0,197.0
2012-10-17,1610612758,1610612744,186.0,204.92
2012-10-17,1610612757,1610612743,177.0,200.22000000000003
2012-10-17,1610612746,1610612762,190.0,194.4
2012-10-16,1610612754,1610612737,200.0,190.74
2012-10-16,1610612738,1610612751,193.0,188.58
2012-10-16,1610612765,1610612753,198.0,189.6
2012-10-16,1610612741,1610612749,194.0,193.56
2012-10-16,1610612760,1610612766,218.0,193.22
2012-10-16,1610612747,1610612762,194.0,197.84
2012-10-15,1610612755,1610612738,182.0,178.84
2012-10-15,1610612739,1610612753,225.0,191.8
2012-10-15,1610612751,1610612764,186.0,195.98
2012-10-15,1610612742,1610612745,227.0,195.0
2012-10-15,1610612743,1610612744,202.0,202.12
2012-10-15,1610612758,1610612757,217.0,202.82
2012-10-14,1610612748,1610612746,188.0,188.96
2012-10-14,1610612745,1610612759,223.0,201.74
2012-10-14,1610612763,1610612737,212.0,189.52
2012-10-13,1610612755,1610612751,213.0,187.06
2012-10-13,1610612738,1610612752,193.0,184.44
2012-10-13,1610612739,1610612764,194.0,193.32
2012-10-13,1610612750,1610612741,157.0,188.78
2012-10-13,1610612749,1610612765,199.0,195.46
2012-10-13,1610612747,1610612762,185.0,197.92
2012-10-12,1610612761,1610612765,157.0,187.9
2012-10-12,1610612754,1610612750,187.0,192.46
2012-10-12,1610612741,1610612739,169.0,188.64
2012-10-12,1610612745,1610612740,170.0,189.34
2012-10-12,1610612759,1610612743,188.0,204.86
2012-10-12,1610612762,1610612760,178.0,200.34
2012-10-12,1610612756,1610612757,197.0,199.04
2012-10-11,1610612746,1610612748,174.0,189.54
2012-10-11,1610612764,1610612752,209.0,191.86
2012-10-11,1610612753,1610612755,197.0,184.08
2012-10-11,1610612766,1610612740,177.0,184.08
2012-10-10,1610612765,1610612761,200.0,187.6
2012-10-10,1610612745,1610612760,212.0,198.8
2012-10-10,1610612750,1610612754,154.0,192.94
2012-10-10,1610612759,1610612737,200.0,197.78
2012-10-10,1610612758,1610612756,198.0,204.28
2012-10-10,1610612747,1610612757,168.0,198.1
2012-10-09,1610612739,1610612749,177.0,197.64
2012-10-09,1610612741,1610612763,180.0,187.04
2012-10-09,1610612740,1610612766,179.0,184.62
2012-10-08,1610612744,1610612762,163.0,201.02
2012-10-07,1610612766,1610612764,188.0,190.4
2012-10-07,1610612737,1610612748,171.0,188.68
2012-10-07,1610612740,1610612753,165.0,187.28
2012-10-07,1610612747,1610612744,193.0,200.96
2012-10-06,1610612746,1610612743,210.0,196.74
2012-06-21,1610612748,1610612760,227.0,193.02
2012-06-19,1610612748,1610612760,202.0,192.66
2012-06-17,1610612748,1610612760,176.0,192.64
2012-06-14,1610612760,1610612748,196.0,193.1
2012-06-12,1610612760,1610612748,199.0,192.84
2012-06-09,1610612748,1610612738,189.0,181.84
2012-06-07,1610612738,1610612748,177.0,182.02
2012-06-06,1610612760,1610612759,206.0,203.36
2012-06-05,1610612748,1610612738,184.0,182.14
2012-06-04,1610612759,1610612760,211.0,202.84
2012-06-03,1610612738,1610612748,184.0,181.96
2012-06-02,1610612760,1610612759,212.0,203.06
2012-06-01,1610612738,1610612748,192.0,181.68
2012-05-31,1610612760,1610612759,184.0,203.26
2012-05-30,1610612748,1610612738,226.0,181.72
2012-05-29,1610612759,1610612760,231.0,202.7
2012-05-28,1610612748,1610612738,172.0,181.64
2012-05-27,1610612759,1610612760,199.0,202.2
2012-05-26,1610612738,1610612755,160.0,178.07999999999996
2012-05-24,1610612754,1610612748,198.0,188.56
2012-05-23,1610612755,1610612738,157.0,178.54000000000005
2012-05-22,1610612748,1610612754,198.0,188.56
2012-05-21,1610612738,1610612755,186.0,178.42000000000004
2012-05-21,1610612760,1610612747,196.0,201.4
2012-05-20,1610612754,1610612748,194.0,188.3
2012-05-20,1610612746,1610612759,201.0,196.98
2012-05-19,1610612746,1610612759,182.0,197.58
2012-05-19,1610612747,1610612760,203.0,200.62
2012-05-18,1610612755,1610612738,175.0,177.78
2012-05-18,1610612747,1610612760,195.0,200.3
2012-05-17,1610612754,1610612748,169.0,188.54
2012-05-17,1610612759,1610612746,193.0,197.52
2012-05-16,1610612755,1610612738,198.0,177.2
2012-05-16,1610612760,1610612747,152.0,201.2
2012-05-15,1610612748,1610612754,153.0,189.16000000000003
2012-05-15,1610612759,1610612746,200.0,197.28
2012-05-14,1610612738,1610612755,163.0,177.22
2012-05-14,1610612760,1610612747,209.0,200.94
2012-05-13,1610612763,1610612746,154.0,191.12
2012-05-13,1610612748,1610612754,181.0,189.62
2012-05-12,1610612738,1610612755,183.0,177.06
2012-05-12,1610612747,1610612743,183.0,200.02
2012-05-11,1610612746,1610612763,178.0,191.34
2012-05-10,1610612755,1610612741,157.0,179.78
2012-05-10,1610612738,1610612737,163.0,185.04
2012-05-10,1610612743,1610612747,209.0,199.48
2012-05-09,1610612748,1610612752,200.0,187.68
2012-05-09,1610612763,1610612746,172.0,191.36
2012-05-08,1610612754,1610612753,192.0,192.32
2012-05-08,1610612737,1610612738,173.0,185.28
2012-05-08,1610612741,1610612755,146.0,181.58
2012-05-08,1610612747,1610612743,201.0,199.34
2012-05-07,1610612762,1610612759,168.0,201.76
2012-05-07,1610612746,1610612763,198.0,191.28
2012-05-06,1610612755,1610612741,171.0,181.9
2012-05-06,1610612752,1610612748,176.0,188.14
2012-05-06,1610612738,1610612737,180.0,184.54
2012-05-06,1610612743,1610612747,180.0,200.02
2012-05-05,1610612753,1610612754,200.0,192.14
2012-05-05,1610612746,1610612763,173.0,191.8
2012-05-05,1610612742,1610612760,200.0,198.08
2012-05-05,1610612762,1610612759,192.0,201.62
2012-05-04,1610612738,1610612737,174.0,184.06
2012-05-04,1610612755,1610612741,153.0,182.56
2012-05-04,1610612743,1610612747,183.0,199.9
2012-05-03,1610612752,1610612748,157.0,189.66
2012-05-03,1610612742,1610612760,174.0,198.2
2012-05-02,1610612759,1610612762,197.0,201.16
2012-05-02,1610612753,1610612754,171.0,192.2
2012-05-02,1610612763,1610612746,203.0,191.68
2012-05-01,1610612737,1610612738,167.0,184.18
2012-05-01,1610612741,1610612755,201.0,182.68
2012-05-01,1610612747,1610612743,204.0,198.68
2012-04-30,1610612748,1610612752,198.0,189.46
2012-04-30,1610612754,1610612753,171.0,193.22
2012-04-30,1610612760,1610612742,201.0,198.08
2012-04-29,1610612759,1610612762,197.0,201.08
2012-04-29,1610612747,1610612743,191.0,198.64
2012-04-29,1610612737,1610612738,157.0,185.34
2012-04-29,1610612763,1610612746,197.0,190.86
2012-04-28,1610612741,1610612755,194.0,182.5
2012-04-28,1610612748,1610612752,167.0,189.66
2012-04-28,1610612754,1610612753,158.0,194.12
2012-04-28,1610612760,1610612742,197.0,197.98
2012-04-26,1610612761,1610612751,165.0,192.94
2012-04-26,1610612765,1610612755,194.0,181.96
2012-04-26,1610612738,1610612749,161.0,190.32
2012-04-26,1610612764,1610612748,174.0,190.88
2012-04-26,1610612766,1610612752,188.0,190.0
2012-04-26,1610612737,1610612742,195.0,192.24
2012-04-26,1610612741,1610612739,182.0,190.66
2012-04-26,1610612763,1610612753,164.0,191.02
2012-04-26,1610612745,1610612740,161.0,190.62
2012-04-26,1610612750,1610612743,233.0,197.4
2012-04-26,1610612762,1610612757,190.0,199.06
2012-04-26,1610612758,1610612747,209.0,201.38
2012-04-26,1610612744,1610612759,208.0,201.38
2012-04-25,1610612753,1610612766,197.0,188.6
2012-04-25,1610612739,1610612764,181.0,194.12
2012-04-25,1610612754,1610612741,179.0,192.56
2012-04-25,1610612752,1610612746,192.0,193.28
2012-04-25,1610612749,1610612755,175.0,190.14
2012-04-25,1610612760,1610612743,207.0,202.78
2012-04-25,1610612756,1610612759,216.0,200.58
2012-04-24,1610612737,1610612746,211.0,192.4
2012-04-24,1610612738,1610612748,144.0,182.74
2012-04-24,1610612760,1610612758,228.0,204.88
2012-04-24,1610612762,1610612756,188.0,200.58
2012-04-24,1610612744,1610612740,164.0,193.4
2012-04-23,1610612764,1610612766,174.0,192.14
2012-04-23,1610612754,1610612765,200.0,191.66
2012-04-23,1610612751,1610612755,192.0,186.86
2012-04-23,1610612749,1610612761,178.0,195.94
2012-04-23,1610612763,1610612739,210.0,191.1
2012-04-23,1610612759,1610612757,213.0,198.7
2012-04-22,1610612737,1610612752,225.0,191.34
2012-04-22,1610612747,1610612760,220.0,197.42
2012-04-22,1610612766,1610612758,202.0,197.6
2012-04-22,1610612748,1610612745,185.0,191.98
2012-04-22,1610612765,1610612761,149.0,188.36
2012-04-22,1610612759,1610612739,212.0,195.96
2012-04-22,1610612750,1610612744,181.0,198.68
2012-04-22,1610612743,1610612753,175.0,197.08
2012-04-22,1610612746,1610612740,205.0,187.68
2012-04-21,1610612756,1610612743,225.0,201.54
2012-04-21,1610612754,1610612755,215.0,186.14
2012-04-21,1610612748,1610612764,170.0,192.26
2012-04-21,1610612741,1610612742,176.0,190.52
2012-04-21,1610612763,1610612757,182.0,194.02
2012-04-21,1610612745,1610612744,195.0,200.84
2012-04-21,1610612749,1610612751,201.0,199.94
2012-04-21,1610612762,1610612753,224.0,194.94
2012-04-20,1610612766,1610612763,165.0,189.18
2012-04-20,1610612737,1610612738,189.0,184.6
2012-04-20,1610612739,1610612752,188.0,192.92
2012-04-20,1610612742,1610612744,198.0,197.12
2012-04-20,1610612759,1610612747,218.0,196.68
2012-04-20,1610612758,1610612760,195.0,204.58
2012-04-19,1610612754,1610612749,227.0,198.28
2012-04-19,1610612765,1610612750,171.0,191.26
2012-04-19,1610612748,1610612741,155.0,188.68
2012-04-19,1610612740,1610612745,204.0,189.8
2012-04-19,1610612756,1610612746,183.0,196.12
2012-04-18,1610612764,1610612749,233.0,199.58
2012-04-18,1610612766,1610612741,168.0,188.12
2012-04-18,1610612739,1610612755,190.0,184.56
2012-04-18,1610612751,1610612752,199.0,194.56
2012-04-18,1610612737,1610612765,200.0,189.5
2012-04-18,1610612748,1610612761,168.0,189.18
2012-04-18,1610612738,1610612753,200.0,184.3
2012-04-18,1610612763,1610612740,194.0,185.94
2012-04-18,1610612742,1610612745,227.0,193.02
2012-04-18,1610612743,1610612746,202.0,198.48
2012-04-18,1610612756,1610612760,206.0,200.62
2012-04-18,1610612758,1610612759,229.0,203.28
2012-04-18,1610612757,1610612762,203.0,198.12
2012-04-18,1610612744,1610612747,186.0,199.18
2012-04-17,1610612755,1610612754,199.0,184.54
2012-04-17,1610612765,1610612739,193.0,190.4
2012-04-17,1610612752,1610612738,228.0,184.6
2012-04-17,1610612750,1610612763,175.0,191.9
2012-04-17,1610612747,1610612759,203.0,196.06
2012-04-16,1610612761,1610612737,196.0,188.68
2012-04-16,1610612766,1610612740,142.0,185.58
2012-04-16,1610612753,1610612755,213.0,182.2
2012-04-16,1610612754,1610612750,199.0,193.2
2012-04-16,1610612751,1610612748,199.0,192.3
2012-04-16,1610612741,1610612764,171.0,193.46
2012-04-16,1610612745,1610612743,207.0,200.48
2012-04-16,1610612762,1610612742,244.0,193.34
2012-04-16,1610612756,1610612757,232.0,197.14
2012-04-16,1610612746,1610612760,169.0,197.56
2012-04-16,1610612744,1610612759,219.0,201.82
2012-04-15,1610612752,1610612748,178.0,190.96
2012-04-15,1610612747,1610612742,220.0,189.46
2012-04-15,1610612766,1610612738,176.0,183.76
2012-04-15,1610612737,1610612761,188.0,189.42
2012-04-15,1610612765,1610612741,194.0,189.6
2012-04-15,1610612739,1610612753,184.0,190.48
2012-04-15,1610612758,1610612757,207.0,201.52
2012-04-15,1610612740,1610612763,163.0,185.9
2012-04-15,1610612743,1610612745,187.0,201.5
2012-04-14,1610612746,1610612744,216.0,198.04
2012-04-14,1610612764,1610612739,187.0,193.8
2012-04-14,1610612751,1610612738,176.0,186.9
2012-04-14,1610612763,1610612762,201.0,194.06
2012-04-14,1610612750,1610612760,225.0,196.76
2012-04-14,1610612749,1610612754,204.0,197.82
2012-04-14,1610612759,1610612756,196.0,198.18
2012-04-13,1610612761,1610612738,163.0,183.24
2012-04-13,1610612755,1610612751,184.0,186.26
2012-04-13,1610612753,1610612737,190.0,189.92
2012-04-13,1610612754,1610612739,185.0,192.26
2012-04-13,1610612752,1610612764,168.0,193.46
2012-04-13,1610612748,1610612766,187.0,190.06
2012-04-13,1610612765,1610612749,210.0,194.78
2012-04-13,1610612740,1610612762,181.0,189.8
2012-04-13,1610612745,1610612756,217.0,196.88
2012-04-13,1610612760,1610612758,204.0,203.94
2012-04-13,1610612747,1610612743,200.0,198.68
2012-04-13,1610612757,1610612742,191.0,192.98
2012-04-12,1610612766,1610612765,194.0,187.9
2012-04-12,1610612741,1610612748,182.0,190.02
2012-04-12,1610612750,1610612746,177.0,192.74
2012-04-12,1610612759,1610612763,204.0,194.18
2012-04-12,1610612744,1610612742,215.0,195.3
2012-04-11,1610612761,1610612755,168.0,183.02
2012-04-11,1610612739,1610612754,202.0,192.22
2012-04-11,1610612738,1610612737,174.0,184.76
2012-04-11,1610612749,1610612752,218.0,196.86
2012-04-11,1610612763,1610612756,197.0,193.84
2012-04-11,1610612740,1610612758,201.0,193.3
2012-04-11,1610612745,1610612762,194.0,197.3
2012-04-11,1610612760,1610612746,198.0,197.26
2012-04-11,1610612759,1610612747,182.0,194.96
2012-04-11,1610612743,1610612750,220.0,198.76
2012-04-11,1610612757,1610612744,228.0,199.44
2012-04-10,1610612764,1610612753,178.0,191.64
2012-04-10,1610612748,1610612738,222.0,183.84
2012-04-10,1610612739,1610612766,193.0,191.2
2012-04-10,1610612751,1610612755,195.0,186.5
2012-04-10,1610612742,1610612758,210.0,196.6
2012-04-10,1610612741,1610612752,184.0,189.62
2012-04-09,1610612766,1610612764,198.0,191.9
2012-04-09,1610612753,1610612765,208.0,186.94
2012-04-09,1610612754,1610612761,201.0,190.48
2012-04-09,1610612749,1610612760,198.0,202.22
2012-04-09,1610612763,1610612746,179.0,191.98
2012-04-09,1610612740,1610612747,184.0,185.64
2012-04-09,1610612750,1610612756,204.0,194.68
2012-04-09,1610612743,1610612744,207.0,203.2
2012-04-09,1610612762,1610612759,175.0,198.78
2012-04-09,1610612757,1610612745,183.0,196.28
2012-04-08,1610612752,1610612741,199.0,189.2
2012-04-08,1610612738,1610612755,182.0,177.07999999999996
2012-04-08,1610612751,1610612739,239.0,193.68
2012-04-08,1610612748,1610612765,173.0,188.94
2012-04-08,1610612759,1610612762,218.0,198.52
2012-04-08,1610612760,1610612761,166.0,196.14
2012-04-08,1610612758,1610612745,191.0,200.92
2012-04-07,1610612754,1610612738,158.0,184.78
2012-04-07,1610612766,1610612737,212.0,189.06
2012-04-07,1610612755,1610612753,170.0,182.22000000000003
2012-04-07,1610612763,1610612742,183.0,189.36
2012-04-07,1610612740,1610612750,189.0,186.26
2012-04-07,1610612749,1610612757,210.0,198.9
2012-04-07,1610612756,1610612747,230.0,193.42
2012-04-07,1610612746,1610612758,203.0,198.74
2012-04-07,1610612744,1610612743,209.0,202.42
2012-04-06,1610612754,1610612760,201.0,197.26
2012-04-06,1610612761,1610612739,164.0,191.56
2012-04-06,1610612751,1610612764,208.0,194.4
2012-04-06,1610612737,1610612765,197.0,189.06
2012-04-06,1610612748,1610612763,179.0,192.4
2012-04-06,1610612749,1610612766,185.0,194.28
2012-04-06,1610612742,1610612757,196.0,191.48
2012-04-06,1610612759,1610612740,231.0,188.48
2012-04-06,1610612743,1610612756,204.0,199.5
2012-04-06,1610612762,1610612744,202.0,198.74
2012-04-06,1610612747,1610612745,219.0,192.8
2012-04-05,1610612753,1610612752,176.0,189.3
2012-04-05,1610612765,1610612764,193.0,190.48
2012-04-05,1610612741,1610612738,179.0,182.1
2012-04-05,1610612758,1610612746,178.0,199.3
2012-04-04,1610612755,1610612761,177.0,184.18
2012-04-04,1610612764,1610612754,205.0,192.92
2012-04-04,1610612738,1610612759,173.0,186.56
2012-04-04,1610612737,1610612766,213.0,188.6
2012-04-04,1610612748,1610612760,191.0,198.32
2012-04-04,1610612749,1610612739,205.0,196.74
2012-04-04,1610612740,1610612743,186.0,191.52
2012-04-04,1610612750,1610612744,191.0,196.58
2012-04-04,1610612742,1610612763,180.0,189.32
2012-04-04,1610612762,1610612756,212.0,195.8
2012-04-04,1610612757,1610612751,189.0,195.44
2012-04-04,1610612746,1610612747,221.0,189.76
2012-04-03,1610612761,1610612766,179.0,188.44
2012-04-03,1610612739,1610612759,215.0,194.04
2012-04-03,1610612754,1610612752,216.0,193.4484065934066
2012-04-03,1610612748,1610612755,192.0,186.05974683544304
2012-04-03,1610612765,1610612753,197.0,186.94
2012-04-03,1610612763,1610612744,192.0,196.12
2012-04-03,1610612758,1610612756,209.0,201.28
2012-04-03,1610612747,1610612751,178.0,191.74
2012-04-02,1610612764,1610612749,210.0,196.78
2012-04-02,1610612741,1610612745,192.0,190.72
2012-04-02,1610612760,1610612763,182.0,197.74
2012-04-02,1610612742,1610612746,169.0,188.86
2012-04-02,1610612758,1610612750,224.0,198.86
2012-04-02,1610612757,1610612762,199.0,196.54
2012-04-01,1610612760,1610612741,170.0,195.3
2012-04-01,1610612738,1610612748,163.0,185.93121025007716
2012-04-01,1610612761,1610612764,191.0,191.22
2012-04-01,1610612753,1610612743,205.0,195.3
2012-04-01,1610612745,1610612754,206.0,195.8934415584416
2012-04-01,1610612756,1610612740,167.0,188.36
2012-04-01,1610612757,1610612750,225.0,194.04
2012-04-01,1610612747,1610612744,232.0,193.8
2012-03-31,1610612747,1610612740,173.0,183.48
2012-03-31,1610612752,1610612739,166.0,192.48
2012-03-31,1610612755,1610612737,185.0,184.64
2012-03-31,1610612765,1610612766,217.0,185.62
2012-03-31,1610612749,1610612763,194.0,190.50524509803918
2012-03-31,1610612759,1610612754,215.0,195.68795112781956
2012-03-31,1610612758,1610612751,210.0,199.16
2012-03-31,1610612746,1610612762,201.0,193.0
2012-03-30,1610612761,1610612748,214.0,190.74752461322083
2012-03-30,1610612764,1610612755,173.0,186.04
2012-03-30,1610612766,1610612743,187.0,195.8135803225148
2012-03-30,1610612737,1610612752,190.0,191.38
2012-03-30,1610612739,1610612749,205.0,190.4532631160573
2012-03-30,1610612753,1610612742,198.0,187.04
2012-03-30,1610612741,1610612765,154.0,185.12
2012-03-30,1610612745,1610612763,187.0,193.46
2012-03-30,1610612750,1610612738,179.0,185.68
2012-03-30,1610612762,1610612758,207.0,199.86
2012-03-30,1610612746,1610612757,195.0,192.72
2012-03-30,1610612744,1610612751,202.0,197.12
2012-03-29,1610612754,1610612764,182.0,194.64245423340958
2012-03-29,1610612748,1610612742,191.0,190.69880341880344
2012-03-29,1610612757,1610612740,192.0,188.18
2012-03-29,1610612747,1610612760,195.0,196.46
2012-03-28,1610612761,1610612743,201.0,194.36
2012-03-28,1610612752,1610612753,194.0,189.5
2012-03-28,1610612766,1610612750,171.0,191.08412593206296
2012-03-28,1610612739,1610612765,162.0,188.34
2012-03-28,1610612738,1610612762,176.0,186.76
2012-03-28,1610612751,1610612754,184.0,194.8985507246377
2012-03-28,1610612737,1610612741,175.0,186.94875
2012-03-28,1610612758,1610612759,229.0,198.94977941176467
2012-03-28,1610612746,1610612756,189.0,193.78
2012-03-28,1610612744,1610612740,189.0,190.16
2012-03-27,1610612755,1610612739,188.0,185.4
2012-03-27,1610612749,1610612737,209.0,188.6184257892883
2012-03-27,1610612763,1610612750,179.0,194.0427886977887
2012-03-27,1610612742,1610612745,171.0,192.22
2012-03-27,1610612756,1610612759,207.0,195.32
2012-03-27,1610612757,1610612760,204.0,200.8
2012-03-27,1610612744,1610612747,205.0,193.88
2012-03-26,1610612761,1610612753,218.0,192.0732796780684
2012-03-26,1610612764,1610612765,156.0,189.36
2012-03-26,1610612766,1610612738,197.0,183.39976245532898
2012-03-26,1610612754,1610612748,195.0,194.9797633861237
2012-03-26,1610612751,1610612762,189.0,194.26
2012-03-26,1610612752,1610612749,169.0,191.74988959313026
2012-03-26,1610612741,1610612743,199.0,193.98
2012-03-26,1610612745,1610612758,219.0,198.29300124275062
2012-03-26,1610612746,1610612740,182.0,186.0
2012-03-25,1610612739,1610612756,191.0,195.83354978354976
2012-03-25,1610612750,1610612743,217.0,198.16
2012-03-25,1610612738,1610612764,164.0,185.98
2012-03-25,1610612737,1610612762,272.0,191.41588347494368
2012-03-25,1610612759,1610612755,169.0,188.9338028169014
2012-03-25,1610612760,1610612748,190.0,199.5426712106459
2012-03-25,1610612757,1610612744,177.0,195.91975266362252
2012-03-25,1610612747,1610612763,198.0,194.2318877998402
2012-03-24,1610612746,1610612763,186.0,196.3199513177774
2012-03-24,1610612764,1610612737,187.0,193.11020945251164
2012-03-24,1610612751,1610612766,191.0,190.86198689674882
2012-03-24,1610612752,1610612765,180.0,189.1
2012-03-24,1610612741,1610612761,203.0,192.62724532851115
2012-03-24,1610612740,1610612759,175.0,189.71881287726362
2012-03-24,1610612745,1610612742,200.0,191.4
2012-03-24,1610612749,1610612754,229.0,192.49056490927967
2012-03-24,1610612744,1610612758,219.0,203.46573042260383
2012-03-23,1610612761,1610612752,175.0,195.7360869565217
2012-03-23,1610612766,1610612749,204.0,188.76276154401157
2012-03-23,1610612753,1610612739,173.0,192.11296703296702
2012-03-23,1610612754,1610612756,224.0,195.4522589753933
2012-03-23,1610612737,1610612751,177.0,190.34492614308274
2012-03-23,1610612765,1610612748,161.0,193.86566203404442
2012-03-23,1610612755,1610612738,185.0,177.64
2012-03-23,1610612760,1610612750,289.0,196.88
2012-03-23,1610612759,1610612742,191.0,194.27
2012-03-23,1610612762,1610612743,223.0,198.38
2012-03-23,1610612747,1610612757,199.0,192.67302321156774
2012-03-22,1610612764,1610612754,168.0,197.44868638483442
2012-03-22,1610612749,1610612738,191.0,183.3392200854701
2012-03-22,1610612740,1610612746,187.0,188.7889855072464
2012-03-22,1610612745,1610612744,192.0,204.1977317013762
2012-03-22,1610612758,1610612762,205.0,197.96357142857138
2012-03-22,1610612757,1610612763,190.0,193.12775583682273
2012-03-21,1610612761,1610612741,176.0,192.82988310708896
2012-03-21,1610612755,1610612752,161.0,185.8
2012-03-21,1610612753,1610612756,196.0,191.54
2012-03-21,1610612751,1610612764,197.0,196.09739568316638
2012-03-21,1610612737,1610612739,205.0,192.00622960519527
2012-03-21,1610612740,1610612744,193.0,195.76002328354087
2012-03-21,1610612760,1610612746,205.0,200.65816522677304
2012-03-21,1610612759,1610612750,216.0,196.33151138716357
2012-03-21,1610612743,1610612765,231.0,197.3711513859275
2012-03-21,1610612742,1610612747,202.0,191.3373611111111
2012-03-20,1610612754,1610612746,191.0,197.00410964965093
2012-03-20,1610612752,1610612761,193.0,201.2911627694556
2012-03-20,1610612748,1610612756,194.0,194.62747252747246
2012-03-20,1610612745,1610612747,211.0,198.58106552357623
2012-03-20,1610612762,1610612760,187.0,200.8598117736797
2012-03-20,1610612758,1610612763,229.0,198.22913098563785
2012-03-20,1610612757,1610612749,203.0,190.1777669220451
2012-03-19,1610612766,1610612755,185.0,183.2336813186813
2012-03-19,1610612751,1610612739,205.0,194.8226729061236
2012-03-19,1610612737,1610612738,155.0,182.674652014652
2012-03-19,1610612753,1610612741,144.0,188.8391866349613
2012-03-19,1610612743,1610612742,207.0,195.34
2012-03-19,1610612744,1610612750,190.0,199.13626865671642
2012-03-18,1610612739,1610612737,190.0,192.1053516531777
2012-03-18,1610612746,1610612765,170.0,195.9061226525889
2012-03-18,1610612763,1610612764,189.0,196.8117201426025
2012-03-18,1610612758,1610612750,214.0,197.5935714285714
2012-03-18,1610612748,1610612753,172.0,191.99338731443996
2012-03-18,1610612756,1610612745,185.0,199.64239130434785
2012-03-18,1610612760,1610612757,206.0,197.382959776201
2012-03-18,1610612747,1610612762,202.0,195.9358388006897
